,Account ID,Security ID,Quantity,Price,Market Value (USD),Date,ID,Security Master DB: ISIN,Modified,Created,Approval Status,Level,Unique Id,owshiddenversion,Item Type,Effective Permissions Mask,ScopeId,URL Path,Property Bag
73,11;#11,14;#14,50328.0,234.0,1503787.54,31-03-2022,174,14;#KYG8208B1014,2022-12-20 22:45:12,2022-12-20 22:45:12,0,1,174;#{1E597640-34C3-4BF1-92A7-E0A3B177569A},1,174;#0,0x7ffffffffffbffff,174;#{B1EDDC57-0D25-449E-8C7B-44E2C6FB31BA},174;#sites/Carret/Lists/Portfolio Report Copy/174_.000,174;#
74,11;#11,16;#16,1556890.0,374.2,74391388.71,31-03-2022,175,16;#KYG875721634,2022-12-20 22:45:13,2022-12-20 22:45:13,0,1,175;#{1E5DF147-61E4-4835-9367-00972080F694},1,175;#0,0x7ffffffffffbffff,175;#{B1EDDC57-0D25-449E-8C7B-44E2C6FB31BA},175;#sites/Carret/Lists/Portfolio Report Copy/175_.000,175;#
75,11;#11,35;#35,231955.0,57.87,13423235.85,31-03-2022,176,35;#US47215P1066,2022-12-20 22:45:14,2022-12-20 22:45:14,0,1,176;#{FCB3CA23-82BC-49D0-9F6E-E033A6361D94},1,176;#0,0x7ffffffffffbffff,176;#{B1EDDC57-0D25-449E-8C7B-44E2C6FB31BA},176;#sites/Carret/Lists/Portfolio Report Copy/176_.000,176;#
76,12;#12,368;#368,46396562.83,0.0,5924432.58,31-03-2022,177,368;#HKD/USD,2022-12-20 22:45:15,2022-12-20 22:45:15,0,1,177;#{D473DAFD-526F-4C9C-AEA5-737A5CBB1713},1,177;#0,0x7ffffffffffbffff,177;#{B1EDDC57-0D25-449E-8C7B-44E2C6FB31BA},177;#sites/Carret/Lists/Portfolio Report Copy/177_.000,177;#
77,12;#12,62;#62,3700000.0,155.6,73514375.19,31-03-2022,178,62;#KYG596691041,2022-12-20 22:45:16,2022-12-20 22:45:16,0,1,178;#{E287A33A-6F87-4B91-95E6-9D2450FC7447},1,178;#0,0x7ffffffffffbffff,178;#{B1EDDC57-0D25-449E-8C7B-44E2C6FB31BA},178;#sites/Carret/Lists/Portfolio Report Copy/178_.000,178;#
78,12;#12,16;#16,3100000.0,374.2,148124340.8,31-03-2022,179,16;#KYG875721634,2022-12-20 22:45:18,2022-12-20 22:45:18,0,1,179;#{856FF3EA-B6A5-4D2F-9B81-EB076E35ADF1},1,179;#0,0x7ffffffffffbffff,179;#{B1EDDC57-0D25-449E-8C7B-44E2C6FB31BA},179;#sites/Carret/Lists/Portfolio Report Copy/179_.000,179;#
79,12;#12,14;#14,266667.0,234.0,7967940.57,31-03-2022,180,14;#KYG8208B1014,2022-12-20 22:45:17,2022-12-20 22:45:17,0,1,180;#{57F0B040-13D8-4530-A052-AD95ACA7ED2E},1,180;#0,0x7ffffffffffbffff,180;#{B1EDDC57-0D25-449E-8C7B-44E2C6FB31BA},180;#sites/Carret/Lists/Portfolio Report Copy/180_.000,180;#
80,9;#9,429;#429,112676340.0,0.0,928332.32,31-03-2022,181,429;#JPY/USD,2022-12-20 22:45:19,2022-12-20 22:45:19,0,1,181;#{5764CBF2-0AC4-4B69-B6A8-75D83049AC7B},1,181;#0,0x7ffffffffffbffff,181;#{B1EDDC57-0D25-449E-8C7B-44E2C6FB31BA},181;#sites/Carret/Lists/Portfolio Report Copy/181_.000,181;#
81,9;#9,368;#368,8290945.06,0.0,1058680.69,31-03-2022,182,368;#HKD/USD,2022-12-20 22:45:19,2022-12-20 22:45:19,0,1,182;#{5D342DE6-6648-49B8-BAB6-822A5E51A389},1,182;#0,0x7ffffffffffbffff,182;#{B1EDDC57-0D25-449E-8C7B-44E2C6FB31BA},182;#sites/Carret/Lists/Portfolio Report Copy/182_.000,182;#
82,9;#9,335;#335,22409.99,0.0,29506.51,31-03-2022,183,335;#GBP/USD,2022-12-20 22:45:20,2022-12-20 22:45:20,0,1,183;#{6A528944-8E69-45C0-B1E0-AABA29980866},1,183;#0,0x7ffffffffffbffff,183;#{B1EDDC57-0D25-449E-8C7B-44E2C6FB31BA},183;#sites/Carret/Lists/Portfolio Report Copy/183_.000,183;#
83,9;#9,77;#77,109866.36,0.0,119389.4,31-03-2022,184,77;#CHF/USD,2022-12-20 22:45:21,2022-12-20 22:45:21,0,1,184;#{FACEB7F9-A5AE-4660-A2D3-E97CF73BA8A5},1,184;#0,0x7ffffffffffbffff,184;#{B1EDDC57-0D25-449E-8C7B-44E2C6FB31BA},184;#sites/Carret/Lists/Portfolio Report Copy/184_.000,184;#
84,9;#9,603;#603,63.27,0.0,63.27,31-03-2022,185,603;#USD,2022-12-20 22:45:22,2022-12-20 22:45:22,0,1,185;#{2DC28176-D56B-48AB-A4C4-71FDD53EA2D7},1,185;#0,0x7ffffffffffbffff,185;#{B1EDDC57-0D25-449E-8C7B-44E2C6FB31BA},185;#sites/Carret/Lists/Portfolio Report Copy/185_.000,185;#
85,9;#9,1;#1,55927.38,0.0,41997.43,31-03-2022,186,1;#AUD/USD,2022-12-20 22:45:22,2022-12-20 22:45:22,0,1,186;#{47930009-51CD-4291-9D79-86D03A61EAE3},1,186;#0,0x7ffffffffffbffff,186;#{B1EDDC57-0D25-449E-8C7B-44E2C6FB31BA},186;#sites/Carret/Lists/Portfolio Report Copy/186_.000,186;#
86,9;#9,596;#596,605871.53,0.0,447684.26,31-03-2022,187,596;#SGD/USD,2022-12-20 22:45:24,2022-12-20 22:45:24,0,1,187;#{4B51EF3B-4CEE-4C2B-B3CF-E0A1C8F61B5E},1,187;#0,0x7ffffffffffbffff,187;#{B1EDDC57-0D25-449E-8C7B-44E2C6FB31BA},187;#sites/Carret/Lists/Portfolio Report Copy/187_.000,187;#
87,9;#9,603;#603,1487235.94,0.0,1487235.94,31-03-2022,188,603;#USD,2022-12-20 22:45:26,2022-12-20 22:45:26,0,1,188;#{15031CD5-117E-4FE0-A0D8-59BDBF476A4B},1,188;#0,0x7ffffffffffbffff,188;#{B1EDDC57-0D25-449E-8C7B-44E2C6FB31BA},188;#sites/Carret/Lists/Portfolio Report Copy/188_.000,188;#
88,9;#9,369;#369,200000.0,99.33,201196.72,31-03-2022,189,369;#XS2027359756,2022-12-20 22:45:27,2022-12-20 22:45:27,0,1,189;#{E2108478-3CC1-4C6F-A193-418A772DC1E1},1,189;#0,0x7ffffffffffbffff,189;#{B1EDDC57-0D25-449E-8C7B-44E2C6FB31BA},189;#sites/Carret/Lists/Portfolio Report Copy/189_.000,189;#
89,9;#9,359;#359,400000.0,19.0,228571.51,31-03-2022,190,359;#TH0450010R15,2022-12-20 22:45:28,2022-12-20 22:45:28,0,1,190;#{429C46F9-6122-4B56-8D92-3EA2A187A038},1,190;#0,0x7ffffffffffbffff,190;#{B1EDDC57-0D25-449E-8C7B-44E2C6FB31BA},190;#sites/Carret/Lists/Portfolio Report Copy/190_.000,190;#
90,9;#9,352;#352,597320.0,3.38,257801.07,31-03-2022,191,352;#HK0405033157,2022-12-20 22:45:29,2022-12-20 22:45:29,0,1,191;#{C919C2DF-E80B-4C36-9655-90103A611F49},1,191;#0,0x7ffffffffffbffff,191;#{B1EDDC57-0D25-449E-8C7B-44E2C6FB31BA},191;#sites/Carret/Lists/Portfolio Report Copy/191_.000,191;#
91,9;#9,378;#378,308000.0,0.71,161584.74,31-03-2022,192,378;#TH0902010014,2022-12-20 22:45:30,2022-12-20 22:45:30,0,1,192;#{20B2EB06-47A7-44D7-8D39-66204B1343D7},1,192;#0,0x7ffffffffffbffff,192;#{B1EDDC57-0D25-449E-8C7B-44E2C6FB31BA},192;#sites/Carret/Lists/Portfolio Report Copy/192_.000,192;#
92,9;#9,276;#276,20796.0,12.45,191311.22,31-03-2022,193,276;#SG1S04926220,2022-12-20 22:45:30,2022-12-20 22:45:30,0,1,193;#{D6F3C584-48D0-45B1-B1DC-41976EB0CCB8},1,193;#0,0x7ffffffffffbffff,193;#{B1EDDC57-0D25-449E-8C7B-44E2C6FB31BA},193;#sites/Carret/Lists/Portfolio Report Copy/193_.000,193;#
93,9;#9,354;#354,62000.0,137.0,255458.73,31-03-2022,194,354;#TH0001010R16,2022-12-20 22:45:32,2022-12-20 22:45:32,0,1,194;#{2FF7DBE2-D06B-46E8-B962-53890CF03D19},1,194;#0,0x7ffffffffffbffff,194;#{B1EDDC57-0D25-449E-8C7B-44E2C6FB31BA},194;#sites/Carret/Lists/Portfolio Report Copy/194_.000,194;#
94,9;#9,106;#106,181474.0,1.87,250753.67,31-03-2022,195,106;#SG1S03926213,2022-12-20 22:45:32,2022-12-20 22:45:32,0,1,195;#{554E90AE-167F-4111-B1A7-D4206562BBF9},1,195;#0,0x7ffffffffffbffff,195;#{B1EDDC57-0D25-449E-8C7B-44E2C6FB31BA},195;#sites/Carret/Lists/Portfolio Report Copy/195_.000,195;#
95,9;#9,1543;#1543,500000.0,24.5,368421.18,31-03-2022,196,1543;#TH0101010R14,2022-12-20 22:45:34,2022-12-20 22:45:34,0,1,196;#{ABF93F4C-97E3-4EA6-9339-8D7C70EDAFC8},1,196;#0,0x7ffffffffffbffff,196;#{B1EDDC57-0D25-449E-8C7B-44E2C6FB31BA},196;#sites/Carret/Lists/Portfolio Report Copy/196_.000,196;#
96,9;#9,379;#379,26900.0,32.31,642215.11,31-03-2022,197,379;#SG1M31001969,2022-12-20 22:45:34,2022-12-20 22:45:34,0,1,197;#{FA87CA5F-7554-4052-B9B4-AD0D868E6A35},1,197;#0,0x7ffffffffffbffff,197;#{B1EDDC57-0D25-449E-8C7B-44E2C6FB31BA},197;#sites/Carret/Lists/Portfolio Report Copy/197_.000,197;#
97,9;#9,1544;#1544,20000.0,382.0,229774.51,31-03-2022,198,1544;#TH0003010Z12,2022-12-20 22:45:34,2022-12-20 22:45:34,0,1,198;#{5F5911B5-CEAA-4CCF-BABC-9F80A6C10A0A},1,198;#0,0x7ffffffffffbffff,198;#{B1EDDC57-0D25-449E-8C7B-44E2C6FB31BA},198;#sites/Carret/Lists/Portfolio Report Copy/198_.000,198;#
98,9;#9,1542;#1542,2819.0,61.0,5171.7,31-03-2022,199,1542;#TH0098010Y13,2022-12-20 22:45:36,2022-12-20 22:45:36,0,1,199;#{0C0C70D5-5BF2-43D2-9646-B0522D522B3D},1,199;#0,0x7ffffffffffbffff,199;#{B1EDDC57-0D25-449E-8C7B-44E2C6FB31BA},199;#sites/Carret/Lists/Portfolio Report Copy/199_.000,199;#
99,9;#9,309;#309,214476.0,4.99,136659.62,31-03-2022,200,309;#KYG960071028,2022-12-20 22:45:36,2022-12-20 22:45:36,0,1,200;#{11FDDDCA-F1B0-4E47-9149-57B3F9DA055C},1,200;#0,0x7ffffffffffbffff,200;#{B1EDDC57-0D25-449E-8C7B-44E2C6FB31BA},200;#sites/Carret/Lists/Portfolio Report Copy/200_.000,200;#
